Sheetname,ID,Date,Site,Obs,start time,End time,Ses Duration,Ethogram,Study code,Tot Duration,Ses Dur,Obs type,Housing,Room/cage,Unique Beh,Most frequent,Freq,Long Dura,Duration,Hi NBC beh Freq,NBC Freq,Hi NBC Beh Dur,NBC Dur,Inactive Frequency,Inactive Duration,Inactive Ave duration,Loco Frequency,Loco Duration,Loco Ave dur,Pacing Frequency,Pacing Duration,Pacing ave dur,Jumping Freq,Jumping Duration,Jumping ave dur,Selfbite Frequency,Selfbite Duration,Selfbite Ave Dur,Selfdirect Frequency,Selfdirect Duration,Selfdirect Ave Dur,Swing/spin/flip Frequency,Swing/spin/flip Duration,Swing/spin/flip Ave Dur,Headtoss Frequency,Headtoss Duration,Headtoss Ave Dur,Rock Frequency,Rock Duration,Rock Ave Dur,Salute Frequency,Salute Duration,Salute Ave Dur,Feargrimace Frequency,Feargrimace Duration,Feargrimace Ave Dur,Scratch Frequency,Scratch Duration,Scratch Ave Dur,Yawn Frequency,Yawn Duration,Yawn Ave Dur,Lipsmack Frequency,Lipsmack Duration,Lipsmack Ave Dur,Present Frequency,Present Duration,Present Ave Dur,Cling Frequency,Cling Duration,Cling Ave Dur,Mantleshake Frequency,Mantleshake Duration,Mantleshake Ave Dur,Vocal Frequency,Vocal Duration,Vocal Ave Dur,Threat/display Frequency,Threat/display Duration,Threat/display Ave Dur,Aggression Frequency,Aggression Duration,Aggression Ave Dur,Eat/drink Frequency,Eat/drink Duration,Eat/drink Ave Dur,Tactile/explore Frequency,Tactile/explore Duration,Tactile/explore Ave Dur,Social/play Frequency,Social/play Duration,Social/play Ave Dur,Groom Frequency,Groom Duration,Groom Ave Dur,SocGroom Frequency,SocGroom Duration,SocGroom Ave Dur,Sex/self/other Frequency,Sex/self/other Duration,Sex/self/other Ave Dur,Other Frequency,Other Duration,Other Ave Dur,Notes,SIB,Inactive 90%,Pacing 25%,Pacing 50%,Vocal 25%
44,2021 bass-r18044-2021-5-25-ta1123,r18044,2021-5-25,Blank Park Zoo,ta,05/25/2021 11:23:29 AM,05/25/2021 11:28:37 AM,00:05:07,2021 bass.csv,bass,00:05:06.7,00:05:07,Assessment,Group,a275c13,5,Locomotion,5,SocGroom,00:02:19.9936659,Locomotion,5,Eat/drink,00:01:50.2,2,00:00:26.7,00:00:13.4,5,00:00:27.1,00:00:05.4,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,1,00:00:02.6636178,00:00:02.6636178,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,4,00:01:50.2,00:00:27.6,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,1,00:02:19.9936659,00:02:19.9936659,0,00:00:00.0,,0,00:00:00.0,,,not,not,not,not,not
45,2021 bass-r17107-2021-5-25-ta1129,r17107,2021-5-25,Blank Park Zoo,ta,05/25/2021 11:29:06 AM,05/25/2021 11:34:10 AM,00:05:03,2021 bass.csv,bass,00:05:02.0,00:05:03,Assessment,Group,a275c13,8,Locomotion,9,SocGroom,00:01:25.6,Locomotion,9,Inactive,00:01:22.4,7,00:01:22.4,00:00:11.8,9,00:01:12.5,00:00:08.1,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,1,00:00:02.0204187,00:00:02.0204187,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,3,00:00:29.8,00:00:09.9,2,00:00:12.6,00:00:06.3,1,00:00:13.2678489,00:00:13.2678489,2,00:01:25.6,00:00:42.8,1,00:00:03.7839628,00:00:03.7839628,0,00:00:00.0,,,not,not,not,not,not
46,2021 bass-R09036-2021-5-18-BNP1234,R09036,2021-5-18,Other Site,BNP,05/18/2021 12:34:10 PM,05/18/2021 12:39:12 PM,00:05:02,2021 bass.csv,Bass2021,00:05:00.5,00:05:02,Assessment,Pair,Ab165c23,7,Inactive,6,Inactive,00:02:07.2,Inactive,6,Inactive,00:02:07.2,6,00:02:07.2,00:00:21.2,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,2,00:00:13.4,00:00:06.7,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,1,00:00:01.9043726,00:00:01.9043726,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,1,00:00:01.6452969,00:00:01.6452969,3,00:00:34.1,00:00:11.4,4,00:00:51.7,00:00:12.9,2,00:01:10.6,00:00:35.3,0,00:00:00.0,,0,00:00:00.0,,,not,not,not,not,not
47,2021 bass-cy0724-2021-5-25-ta1209,cy0724,2021-5-25,Blank Park Zoo,ta,05/25/2021 12:09:13 PM,05/25/2021 12:14:15 PM,00:05:02,2021 bass.csv,bass,00:05:00.7,00:05:02,Assessment,Single,a270c6,9,Inactive,9,Inactive,00:02:53.7,Inactive,9,Inactive,00:02:53.7,9,00:02:53.7,00:00:19.3,3,00:00:18.8,00:00:06.3,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,2,00:00:05.4,00:00:02.7,3,00:00:03.9,00:00:01.3,2,00:00:02.9,00:00:01.5,0,00:00:00.0,,0,00:00:00.0,,1,00:00:01.4405646,00:00:01.4405646,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,1,00:00:09.0493135,00:00:09.0493135,2,00:00:34.2,00:00:17.1,0,00:00:00.0,,3,00:00:51.3,00:00:17.1,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,,not,not,not,not,not
48,2021 bass-rh2500-2021-5-25-mr1154,rh2500,2021-5-25,Blank Park Zoo,mr,05/25/2021 11:54:20 AM,05/25/2021 11:59:22 AM,00:05:02,2021 bass.csv,2021 bass,00:05:00.8,00:05:02,Assessment,Single,c436c21,4,Inactive,3,Inactive,00:02:41.3,Inactive,3,Inactive,00:02:41.3,3,00:02:41.3,00:00:53.8,1,00:00:07.9723000,00:00:07.9723000,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,1,00:00:06.9726065,00:00:06.9726065,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,3,00:02:04.6,00:00:41.5,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,,not,not,not,not,not
49,2021 bass-r17086-2021-5-25-mr1055,r17086,2021-5-25,Blank Park Zoo,mr,05/25/2021 10:55:08 AM,05/25/2021 11:00:12 AM,00:05:03,2021 bass.csv,2021 bass,00:05:01.8,00:05:03,Assessment,Pair,c436c19,4,Inactive,3,Inactive,00:04:00.6,Inactive,3,Inactive,00:04:00.6,3,00:04:00.6,00:01:20.2,1,00:00:05.5466980,00:00:05.5466980,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,1,00:00:03.9061681,00:00:03.9061681,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,1,00:00:51.7949077,00:00:51.7949077,,not,not,not,not,not
50,2021 bass-cy0667-2021-5-25-ta1203,cy0667,2021-5-25,Blank Park Zoo,ta,05/25/2021 12:03:40 PM,05/25/2021 12:08:43 PM,00:05:02,2021 bass.csv,bass,00:05:00.9,00:05:02,Assessment,Single,a270c5,4,Inactive,4,Inactive,00:04:50.8,Inactive,4,Inactive,00:04:50.8,4,00:04:50.8,00:01:12.7,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,1,00:00:00.9924591,00:00:00.9924591,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,1,00:00:02.2143931,00:00:02.2143931,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,1,00:00:06.9357940,00:00:06.9357940,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,,not,Inactive,not,not,not
51,2021 bass-rh2751-2021-5-25-ta1147,rh2751,2021-5-25,Blank Park Zoo,ta,05/25/2021 11:47:11 AM,05/25/2021 11:52:14 AM,00:05:02,2021 bass.csv,bass,00:05:01.3,00:05:02,Assessment,Single,a270c2,4,Inactive,3,Inactive,00:03:46.9,Inactive,3,Inactive,00:03:46.9,3,00:03:46.9,00:01:15.6,1,00:00:02.7691976,00:00:02.7691976,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,1,00:00:14.9732486,00:00:14.9732486,0,00:00:00.0,,1,00:00:56.6668336,00:00:56.6668336,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,,not,not,not,not,not
52,2021 bass-r16071-2021-5-25-mr1049,r16071,2021-5-25,Blank Park Zoo,mr,05/25/2021 10:49:33 AM,05/25/2021 10:54:36 AM,00:05:03,2021 bass.csv,2021 bass,00:05:01.3,00:05:03,Assessment,Pair,c436c19,3,Inactive,3,Inactive,00:04:43.3,Inactive,3,Inactive,00:04:43.3,3,00:04:43.3,00:01:34.4,1,00:00:05.1201189,00:00:05.1201189,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,1,00:00:12.8516718,00:00:12.8516718,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,,not,Inactive,not,not,not
53,2021 bass-r99089-2021-5-25-mr1148,r99089,2021-5-25,Blank Park Zoo,mr,05/25/2021 11:48:32 AM,05/25/2021 11:53:35 AM,00:05:03,2021 bass.csv,2021 bass,00:05:01.2,00:05:03,Assessment,Pair,c436c18,4,Inactive,4,Inactive,00:03:58.0,Inactive,4,Inactive,00:03:58.0,4,00:03:58.0,00:00:59.5,3,00:00:36.8,00:00:12.3,1,00:00:17.5578507,00:00:17.5578507,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,1,00:00:08.8004958,00:00:08.8004958,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,,not,not,not,not,not
54,2021 bass-r14094-2021-5-25-ta1216,r14094,2021-5-25,Blank Park Zoo,ta,05/25/2021 12:16:01 PM,05/25/2021 12:21:22 PM,00:05:20,2021 bass.csv,bass,00:05:19.0,00:05:20,Assessment,Pair,a270c7,1,SocGroom,1,SocGroom,00:05:18.9563797,,0,,00:00:00.0,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,1,00:05:18.9563797,00:05:18.9563797,0,00:00:00.0,,0,00:00:00.0,,,not,not,not,not,not
55,2021 bass-r18012-2021-5-25-mr1107,r18012,2021-5-25,Blank Park Zoo,mr,05/25/2021 11:07:44 AM,05/25/2021 11:12:48 AM,00:05:04,2021 bass.csv,2021 bass,00:05:02.8,00:05:04,Assessment,Pair,c436c23,8,Locomotion,15,Locomotion,00:02:44.8,Locomotion,15,Locomotion,00:02:44.8,8,00:01:20.2,00:00:10.0,15,00:02:44.8,00:00:11.0,2,00:00:15.1,00:00:07.5,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,2,00:00:03.5,00:00:01.7,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,1,00:00:02.0542723,00:00:02.0542723,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,2,00:00:17.0,00:00:08.5,2,00:00:16.2,00:00:08.1,1,00:00:03.9197593,00:00:03.9197593,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,,not,not,not,not,not
56,2021 bass-rh2485-2021-5-25-ta1105,rh2485,2021-5-25,Blank Park Zoo,ta,05/25/2021 11:05:35 AM,05/25/2021 11:10:54 AM,00:05:19,2021 bass.csv,bass,00:05:18.0,00:05:19,Assessment,Single,a275c10,1,Inactive,1,Inactive,00:05:17.9856522,Inactive,1,Inactive,00:05:17.9856522,1,00:05:17.9856522,00:05:17.9856522,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,,not,Inactive,not,not,not
57,2021 bass-r18025-2021-5-25-ta1134,r18025,2021-5-25,Blank Park Zoo,ta,05/25/2021 11:34:35 AM,05/25/2021 11:39:39 AM,00:05:03,2021 bass.csv,bass,00:05:01.3,00:05:03,Assessment,Group,a275c13,3,Groom,3,Groom,00:04:10.7,Inactive,2,Inactive,00:00:35.6,2,00:00:35.6,00:00:17.8,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,1,00:00:14.9904104,00:00:14.9904104,0,00:00:00.0,,0,00:00:00.0,,3,00:04:10.7,00:01:23.6,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,,not,not,not,not,not
58,2021 bass-rh2796-2021-5-25-mr1141,rh2796,2021-5-25,Blank Park Zoo,mr,05/25/2021 11:41:25 AM,05/25/2021 11:46:28 AM,00:05:03,2021 bass.csv,2021 bass,00:05:01.5,00:05:03,Assessment,Pair,c436c17,6,Inactive,7,Inactive,00:03:21.5,Inactive,7,Inactive,00:03:21.5,7,00:03:21.5,00:00:28.8,7,00:01:02.1,00:00:08.9,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,1,00:00:11.6252583,00:00:11.6252583,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,1,00:00:03.2929108,00:00:03.2929108,0,00:00:00.0,,0,00:00:00.0,,2,00:00:12.6,00:00:06.3,0,00:00:00.0,,1,00:00:10.3455532,00:00:10.3455532,0,00:00:00.0,,0,00:00:00.0,,0,00:00:00.0,,,not,not,not,not,not
